"Event variant/page","Source","Scene evidence","Role","Character","Lines (zero based)","Classification","Priority","Previous art","Resolved art","Action"
"story-reckoning-field:story-reckoning-sova-true-roll:ff-lower-road-kitchen:replay-1/page:1/Your Recorded Choice","src/data/story-field-scenes.ts:1","The lower-road kitchen before dawn, route marks pressed into flour on the table","background","","0","VARIANT","3","/scenes/story/cinematic/storywide/frostfang-threshold.webp","/scenes/story/cinematic/storywide/frostfang-lower-road-kitchen-v1.webp","Integrated supported story-state variant: frostKitchen. See production.json for reference lock and production brief."
"story-reckoning-field:story-reckoning-sova-true-roll:ff-sunlit-drift:route-1/page:0/The Road Comes With You","src/data/story-field-scenes.ts:351","The sunlit drift, searchers spreading from every mark made on the kitchen table","background","","0,1,2","VARIANT","3","/scenes/story/cinematic/storywide/frostfang-threshold.webp","/scenes/story/cinematic/storywide/frostfang-field-sunlit-drift-v1.webp","Integrated supported story-state variant: frostDrift. See production.json for reference lock and production brief."
"story-reckoning-field:story-reckoning-sova-true-roll:ff-sunlit-drift:route-1/page:0/The Road Comes With You","src/data/story-field-scenes.ts:351","The sunlit drift, searchers spreading from every mark made on the kitchen table","actor","Elder Sova","0,1,2","REMAP","1","/portraits/elder-sova.webp","/portraits/cinematic/storywide/elder-sova-canon.webp?v=891202c8e","Resolve this exact current story beat to retained, reviewed artwork."
"story-reckoning-field:story-reckoning-sova-true-roll:ff-sunlit-drift:replay-1/page:0/The Road Comes With You","src/data/story-field-scenes.ts:351","The sunlit drift, searchers spreading from every mark made on the kitchen table","background","","0,1,2","VARIANT","3","/scenes/story/cinematic/storywide/frostfang-threshold.webp","/scenes/story/cinematic/storywide/frostfang-field-sunlit-drift-v1.webp","Integrated supported story-state variant: frostDrift. See production.json for reference lock and production brief."
"story-reckoning-field:story-reckoning-sova-true-roll:ff-sunlit-drift:replay-1/page:0/The Road Comes With You","src/data/story-field-scenes.ts:351","The sunlit drift, searchers spreading from every mark made on the kitchen table","actor","Elder Sova","0,1,2","REMAP","1","/portraits/elder-sova.webp","/portraits/cinematic/storywide/elder-sova-canon.webp?v=891202c8e","Resolve this exact current story beat to retained, reviewed artwork."
"story-reckoning-field:story-reckoning-sova-true-roll:ff-sunlit-drift:replay-1/page:1/Your Recorded Choice","src/data/story-field-scenes.ts:1","The sunlit drift, searchers spreading from every mark made on the kitchen table","background","","0","VARIANT","3","/scenes/story/cinematic/storywide/frostfang-threshold.webp","/scenes/story/cinematic/storywide/frostfang-field-sunlit-drift-v1.webp","Integrated supported story-state variant: frostDrift. See production.json for reference lock and production brief."
"story-reckoning-field:story-reckoning-sova-true-roll:aftermath:route-1/page:0/The First-Light Table","src/data/story-field-scenes.ts:376","The lower-road kitchen, Sova updating the drift map while the broth pot works","background","","0,1,2","VARIANT","3","/scenes/story/cinematic/storywide/frostfang-threshold.webp","/scenes/story/cinematic/storywide/frostfang-lower-road-kitchen-v1.webp","Integrated supported story-state variant: frostKitchen. See production.json for reference lock and production brief."
"story-reckoning-field:story-reckoning-sova-true-roll:aftermath:route-1/page:0/The First-Light Table","src/data/story-field-scenes.ts:376","The lower-road kitchen, Sova updating the drift map while the broth pot works","actor","Elder Sova","0,1,2","REMAP","1","/portraits/elder-sova.webp","/portraits/cinematic/storywide/elder-sova-canon.webp?v=891202c8e","Resolve this exact current story beat to retained, reviewed artwork."
"story-reckoning-field:story-reckoning-sova-true-roll:aftermath:legacy/page:0/The Next Name","src/data/story-field-scenes.ts:388","The gate stones, the rebound true roll open beside the Count","background","","0,1","VARIANT","3","/scenes/story/cinematic/storywide/frostfang-threshold.webp","/scenes/story/cinematic/storywide/frostfang-roll-stone-v1.webp","Integrated supported story-state variant: frostIntake. See production.json for reference lock and production brief."
"story-reckoning-field:story-reckoning-sova-true-roll:aftermath:legacy/page:0/The Next Name","src/data/story-field-scenes.ts:388","The gate stones, the rebound true roll open beside the Count","actor","Elder Sova","0,1","REMAP","1","/portraits/elder-sova.webp","/portraits/cinematic/storywide/elder-sova-canon.webp?v=891202c8e","Resolve this exact current story beat to retained, reviewed artwork."
"story-reckoning-field:story-reckoning-nyx-ledger:ms-canal-gate:route-0/page:0/The Name That Stays Off","src/data/story-field-scenes.ts:405","The canal gate before courier bell, one shutter open the width of two fingers","background","","0,1,2","KEEP","5","/scenes/story/cinematic/storywide/moonshadow-threshold.webp","/scenes/story/cinematic/storywide/moonshadow-threshold.webp","Retain reviewed accurate artwork."
"story-reckoning-field:story-reckoning-nyx-ledger:ms-canal-gate:route-0/page:0/The Name That Stays Off","src/data/story-field-scenes.ts:405","The canal gate before courier bell, one shutter open the width of two fingers","actor","Nyx","0,1,2","REMAP","1","/portraits/nyx.webp","/portraits/cinematic/storywide/nyx-neutral.webp?v=891202c8e","Resolve this exact current story beat to retained, reviewed artwork."
"story-reckoning-field:story-reckoning-nyx-ledger:ms-canal-gate:replay-0/page:0/The Name That Stays Off","src/data/story-field-scenes.ts:405","The canal gate before courier bell, one shutter open the width of two fingers","background","","0,1,2","KEEP","5","/scenes/story/cinematic/storywide/moonshadow-threshold.webp","/scenes/story/cinematic/storywide/moonshadow-threshold.webp","Retain reviewed accurate artwork."
"story-reckoning-field:story-reckoning-nyx-ledger:ms-canal-gate:replay-0/page:0/The Name That Stays Off","src/data/story-field-scenes.ts:405","The canal gate before courier bell, one shutter open the width of two fingers","actor","Nyx","0,1,2","REMAP","1","/portraits/nyx.webp","/portraits/cinematic/storywide/nyx-neutral.webp?v=891202c8e","Resolve this exact current story beat to retained, reviewed artwork."
"story-reckoning-field:story-reckoning-nyx-ledger:ms-canal-gate:replay-0/page:1/Your Recorded Choice","src/data/story-field-scenes.ts:1","The canal gate before courier bell, one shutter open the width of two fingers","background","","0","KEEP","5","/scenes/story/cinematic/storywide/moonshadow-threshold.webp","/scenes/story/cinematic/storywide/moonshadow-threshold.webp","Retain reviewed accurate artwork."
"story-reckoning-field:story-reckoning-nyx-ledger:ms-dyers-footbridge:route-0/page:0/Look East, Walk West","src/data/story-field-scenes.ts:424","The dyers' footbridge, colored water passing under two opposite routes","background","","0,1,2","KEEP","5","/scenes/story/cinematic/storywide/moonshadow-threshold.webp","/scenes/story/cinematic/storywide/moonshadow-threshold.webp","Retain reviewed accurate artwork."
"story-reckoning-field:story-reckoning-nyx-ledger:ms-dyers-footbridge:route-0/page:0/Look East, Walk West","src/data/story-field-scenes.ts:424","The dyers' footbridge, colored water passing under two opposite routes","actor","Nyx","0,1,2","REMAP","1","/portraits/nyx.webp","/portraits/cinematic/storywide/nyx-neutral.webp?v=891202c8e","Resolve this exact current story beat to retained, reviewed artwork."
"story-reckoning-field:story-reckoning-nyx-ledger:ms-dyers-footbridge:replay-0/page:0/Look East, Walk West","src/data/story-field-scenes.ts:424","The dyers' footbridge, colored water passing under two opposite routes","background","","0,1,2","KEEP","5","/scenes/story/cinematic/storywide/moonshadow-threshold.webp","/scenes/story/cinematic/storywide/moonshadow-threshold.webp","Retain reviewed accurate artwork."
"story-reckoning-field:story-reckoning-nyx-ledger:ms-dyers-footbridge:replay-0/page:0/Look East, Walk West","src/data/story-field-scenes.ts:424","The dyers' footbridge, colored water passing under two opposite routes","actor","Nyx","0,1,2","REMAP","1","/portraits/nyx.webp","/portraits/cinematic/storywide/nyx-neutral.webp?v=891202c8e","Resolve this exact current story beat to retained, reviewed artwork."
"story-reckoning-field:story-reckoning-nyx-ledger:ms-dyers-footbridge:replay-0/page:1/Your Recorded Choice","src/data/story-field-scenes.ts:1","The dyers' footbridge, colored water passing under two opposite routes","background","","0","KEEP","5","/scenes/story/cinematic/storywide/moonshadow-threshold.webp","/scenes/story/cinematic/storywide/moonshadow-threshold.webp","Retain reviewed accurate artwork."
"story-reckoning-field:story-reckoning-nyx-ledger:ms-shuttered-boathouse:route-0/page:0/Witness, Name Withheld","src/data/story-field-scenes.ts:440","The shuttered boathouse, Nyx checking torn edges against her ledger binding","background","","0,1,2","REPLACE","3","/scenes/story/cinematic/storywide/moonshadow-threshold.webp","/scenes/story/cinematic/storywide/moonshadow-shuttered-boathouse-v1.webp","Integrated reviewed replacement: moonBoathouse. See production.json for reference lock and production brief."
"story-reckoning-field:story-reckoning-nyx-ledger:ms-shuttered-boathouse:route-0/page:0/Witness, Name Withheld","src/data/story-field-scenes.ts:440","The shuttered boathouse, Nyx checking torn edges against her ledger binding","actor","Nyx","0,1,2","REMAP","1","/portraits/nyx.webp","/portraits/cinematic/storywide/nyx-neutral.webp?v=891202c8e","Resolve this exact current story beat to retained, reviewed artwork."
"story-reckoning-field:story-reckoning-nyx-ledger:ms-shuttered-boathouse:replay-0/page:0/Witness, Name Withheld","src/data/story-field-scenes.ts:440","The shuttered boathouse, Nyx checking torn edges against her ledger binding","background","","0,1,2","REPLACE","3","/scenes/story/cinematic/storywide/moonshadow-threshold.webp","/scenes/story/cinematic/storywide/moonshadow-shuttered-boathouse-v1.webp","Integrated reviewed replacement: moonBoathouse. See production.json for reference lock and production brief."
"story-reckoning-field:story-reckoning-nyx-ledger:ms-shuttered-boathouse:replay-0/page:0/Witness, Name Withheld","src/data/story-field-scenes.ts:440","The shuttered boathouse, Nyx checking torn edges against her ledger binding","actor","Nyx","0,1,2","REMAP","1","/portraits/nyx.webp","/portraits/cinematic/storywide/nyx-neutral.webp?v=891202c8e","Resolve this exact current story beat to retained, reviewed artwork."
"story-reckoning-field:story-reckoning-nyx-ledger:ms-shuttered-boathouse:replay-0/page:1/Your Recorded Choice","src/data/story-field-scenes.ts:1","The shuttered boathouse, Nyx checking torn edges against her ledger binding","background","","0","REPLACE","3","/scenes/story/cinematic/storywide/moonshadow-threshold.webp","/scenes/story/cinematic/storywide/moonshadow-shuttered-boathouse-v1.webp","Integrated reviewed replacement: moonBoathouse. See production.json for reference lock and production brief."
"story-reckoning-field:story-reckoning-nyx-ledger:aftermath:route-0/page:0/The Back Stool Stays Empty","src/data/story-field-scenes.ts:486","Nyx's stall, the rear shutter open a finger-width and the front counter busy","background","","0,1,2","REPLACE","3","/scenes/story/cinematic/storywide/moonshadow-threshold.webp","/scenes/story/cinematic/storywide/moonshadow-registry-booth-v1.webp","Integrated reviewed replacement: moonBooth. See production.json for reference lock and production brief."
"story-reckoning-field:story-reckoning-nyx-ledger:aftermath:route-0/page:0/The Back Stool Stays Empty","src/data/story-field-scenes.ts:486","Nyx's stall, the rear shutter open a finger-width and the front counter busy","actor","Nyx","0,1,2","REMAP","1","/portraits/nyx.webp","/portraits/cinematic/storywide/nyx-neutral.webp?v=891202c8e","Resolve this exact current story beat to retained, reviewed artwork."
"story-reckoning-field:story-reckoning-nyx-ledger:ms-canal-gate:route-1/page:0/The Name That Stays Off","src/data/story-field-scenes.ts:405","The canal gate before courier bell, one shutter open the width of two fingers","background","","0,1,2","KEEP","5","/scenes/story/cinematic/storywide/moonshadow-threshold.webp","/scenes/story/cinematic/storywide/moonshadow-threshold.webp","Retain reviewed accurate artwork."
"story-reckoning-field:story-reckoning-nyx-ledger:ms-canal-gate:route-1/page:0/The Name That Stays Off","src/data/story-field-scenes.ts:405","The canal gate before courier bell, one shutter open the width of two fingers","actor","Nyx","0,1,2","REMAP","1","/portraits/nyx.webp","/portraits/cinematic/storywide/nyx-neutral.webp?v=891202c8e","Resolve this exact current story beat to retained, reviewed artwork."
